Date;Time;Route;Registration;Aboard;Aboard Passangers;Aboard Crew;Fatalities;Fatalities Passangers;Fatalities Crew;Location,Operator,AC Type
04/30/1990;21:38;Timmins - Moosonee;WR965;10;0;10;10;0;10;Tarbert, England,Military - Royal Air Force,Avro Shackleton AEW-2
05/05/1990;15:00;Guatamala City - La Aurora;N84BL;3;0;3;3;0;3;Guatamala City , Guatemala,Aerial Transit Company,Douglas DC-6BF
05/10/1990;08:55;Tapachula - Tuxtla-Gutierrez;F-GHXA;40;35;5;20;15;5;Tuxtla-Gutierrez, Mexico,Avicsa,Fairchild F-27
05/11/1990;;;50-39;10;0;10;10;0;10;Near Wurzburg , Germany,Military - Luftwaffe,Transall C-160D
05/11/1990;;Manila - Iloilo;EI-BZG;119;113;6;8;8;0;Manila, Philippines,Philippine Air Lines,Boeing B-737-3Y0
05/18/1990;06:25;Manila - Surigao City;RP-C314;21;19;2;21;19;2;Manila, Philippines,Aerolift Philippines,Beechcraft 1900C-1
06/06/1990;05:29;Belem - Altamira;PT-ICA;42;39;3;23;21;2;Near Altamira, Brazil,TABA,Fairchild FH-227B
06/06/1990;19:00;;C-FWAB;2;0;2;2;0;2;Thistle Lake, Northwest Territory, Canada,Ptarmigan Airways,de Havilland Canada DHC-6 Twin Otter 300
06/10/1990;07:33;Birmingham, England - Malaga, Spain;G-BJRT;85;NULL;NULL;0;NULL;NULL;Oxfordshire, England,British Airways,BAC One-Eleven 528FL
07/05/1990;;Port Moresby-Woitape;P2-DNJ;12;11;1;8;7;1;Near Port Morseby, New Guinea,Douglas Airways,Britten-Norman 2B-21 Islander
07/27/1990;;;;30;25;5;30;25;5;Near Maymaneh, Afghanistan,Military - Afghan Republican Air Force,Mil Mi-8 (helicopter)
07/31/1990;;;OB-1362;9;8;1;9;8;1;Near Huanuco, Peru,Servicio Expresso Nacional,Beech King Air B90
08/01/1990;11:10;Yerevan - Zvartnots;CCCP-87453;47;43;4;47;43;4;Stepanakert, Azerbaijan, USSR,Aeroflot,Yakovlev YAK-40
08/10/1990;;;;83;78;5;83;78;5;Near Shindand, Afghanistan,Military - Afghan Republican Air Force,Antonov AN-12
08/27/1990;01:00;Elkhorn, WI - Chicago, IL;N16933;5;4;1;5;4;1;Elkhorn, Wisconsin,Private - Omniflight Helicopters,Bell BHT-206-B Helicopter
08/29/1990;00:34;Ramstein AB - Rhein-Main AB;68-0228;17;9;8;13;6;7;Near Kaiserslautern, Germany,Military - U.S. Air Force,Lockheed C-5A
09/03/1990;15:20;Nulato, AK - Kaltag, AK;N59783;10;9;1;3;3;0;Kaltag, Alaska,Frontier Flying Service,Piper PA-31-325 Navajo
09/11/1990;15:30;Malta - Miami - Reykjavík - Gander;OB-1303;18;15;3;18;15;3;Off Newfoundland, Canada,Faucett,Boeing B-727-247
09/12/1990;;Sondre Stomfjord - Goose Bay;OY-CGM;8;6;2;8;6;2;Off Sondre Stromfjord, Greenland,Nuna Air,Cessna 441 Conquest II
09/14/1990;01:53;Volgograd - Sverdlovsk;CCCP-42351;128;122;6;4;3;1;Koltsovo, Russia,Aeroflot,Yakovlev YAK-42
09/20/1990;19:40;Fernando de Noronha -  Recife;PT-FAW;12;10;2;12;10;2;Off Fernando de Noronha, Brazil,SUDENE,Embraer 110P1 Bandeirante
09/24/1990;07:02;Van Nuys, CA - San Luis Obispo, CA;N79DD;4;2;2;4;2;2;San Luis Obispo, California,HiTech Helicopters,Cessna 501 Citation
10/02/1990;09:15;Guangzhou - Shanghi;B-2812/B-2510;226;205;21;128;121;7;Guangzhou, China,China Southern Airlines / Xiamen Airlines,Boeing B-737-247 / Boeing B-757-21B
10/03/1990;20:08;;N8923E;97;91;6;1;1;0;Cape Canaveral, Florida,Eastern Air Lines,McDonnell Douglas DC-9-31
10/19/1990;15:25;Bella Vista - La Paz;CP-735;4;2;2;4;2;2;Near Bella Vista, Bolivia,BAFIN,Douglas C-47B-40-DK
10/24/1990;01:58;Camaguey - Santiago de Cuba;CU-T1202;31;24;7;11;9;2;Santiago de Cuba, Cuba,Cubana de Aviacion,Yakovlev YAK-40
11/14/1990;19:11;Milano - Zürich;I-ATJA;46;40;6;46;40;6;Stadelberg, Switzerland,Alitalia,McDonnell Douglas DC-9-32
11/18/1990;;Quibdó - Bogotá;FAC-1150;16;12;4;16;12;4;Near Medellin, Colombia,SATENA,CASA 212 Aviocar 200
11/19/1990;14:00;;CCCP-22389;15;13;2;15;13;2;Near Ashkhabad, Turkmenistan, USSR,Aeroflot,Mil Mi-8T
11/21/1990;11:15;Bangkok - Koh Samui;OB-1358;38;33;5;38;33;5;Koh Samui, Thailand,Bangkok Airways,de Havilland Canada DHC-8-103
11/25/1990;;;I-EHPA;13;12;1;13;12;1;Off Ravenna, Italy,Eitos,Aerospatiale 330J Puma
12/03/1990;13:45;Detroit - Pittsburg;N278US/N3313L;198;186;12;8;7;1;Romulus, Michigan,Northwest Airlines/ Northwest Airlines,Boeing B-727-251 / MD Douglas DC-9-14
12/04/1990;;Khartoum - Nairobi;ST-SAC;10;7;3;10;7;3;Nairobi, Kenya,Sudania Air Cargo,Boeing B-707-320F
12/06/1990;;;PK-PUI;12;NULL;NULL;10;NULL;NULL;Near Matak, Indonesia,Pelita Air Service,IPTN 332C Super Puma
01/10/1991;18:00;Caracas - Merida;ARV-0209;22;19;3;21;18;3;Near Paramo Mucuti, Venezuela,Military - Venezuelan Navy,CASA 212 Aviocar 200
01/30/1991;13:00;Manado - Gorontalo;PK-NCY;21;18;3;1;1;0;Jalaludin, Indonesia,Merpati Nusantara Airlines,CASA 212 Aviocar 200
01/31/1991;;;69-6567;14;0;14;14;0;14;Near Ras Al Khafji, Saudi Arabia,Lockheed AC-130H Hercules,Military - U.S. Air Force
02/01/1991;18:07;Columbus - Los Angeles \  Los Angeles - Fresno;N388US/N683AV;101;93;8;34;30;4;LAX, Los Angeles, California,USAir / Skywest Airlines,Boeing B-737-300 / Swearingen SA-227AC
02/05/1991;12:51;Elefsis AB - Volos-Néa Anchialos;748;63;59;4;63;59;4;Near Nea Ankhialos, Greece,Military - Hellenic Air Force,Lockheed C-130H
02/14/1991;;Macao - Taisha;FAE447;22;19;3;22;19;3;Near Taisha, Ecuador,Military - Ecuadorean Air Force,de Havilland Canada DHC-6 Twin Otter 300
02/17/1991;00:20;Cleveland - Indianapolis;N565PC;2;0;2;2;0;2;Cleveland, Ohio,Ryan International Airlines,McDonnell Douglas DC-9-15RC
02/20/1991;15:24;Punta Arenas - Puerto Williams;CC-CET;72;65;7;20;20;0;Puerto Williams, Chile,LAN,British Aerospace BAE-146-200A
02/22/1991;;Luena-Cazombo;;47;43;4;47;43;4;Cazombo, Angola,Fuerza Area Angolaise,Antonov AN-26
03/03/1991;09:44;Denver - Colorado Springs;N999UA;25;20;5;25;20;5;Near Colorado Springs, Colorado,United Air Lines,Boeing B-737-291
03/05/1991;16:15;Maracaibo - Santa Barbara de Zulia;YV-23C;45;40;5;45;40;5;La Puerta, Venezuela,Linea Aeropostal Venezolana,McDonnell Douglas DC-9-32
03/16/1991;01:43;San Diego - Amarillo, TX  - Evansville, IN;N831LC;10;8;2;10;8;2;San Diego, CA,Duncan Aircraft Sales,Hawker-Siddeley DH-125-1A/522
03/16/1991;;Luanda-Dundo;CP-1564;9;6;3;9;6;3;Malanje, Angola,Transafrik,Lockheed L-100-30 Hercules
03/21/1991;;Koweit City-Ras-al-Mishab-Dakar;469;98;92;6;98;92;6;Ras-al-Mishab, Saudi Arabia,Military - Royal Saudi Air Force,Lockheed C-130H
03/21/1991;02:15;;158930/159325;27;NULL;NULL;27;NULL;NULL;Off San Diego, California,Military - U.S. Navy / Military -  U.S. Navy,Lockheed P-3C / Lockheed P-3C
03/23/1991;11:37;Trashkent - Navoi;CCCP-46472;63;59;4;34;30;4;Navoi,  Uzbekistan,Aeroflot,Antonov AN-24B
03/25/1991;08:15;Yellahanka-Yellahanka;H1513;28;25;3;28;25;3;Near Bangalore, India,Military - Indian Air Force,Hindustan Aeronautics 748-2
04/04/1991;12:10;Williamsport, PA  - Philadelphia, PA;N3645D / N78S;5;4;1;5;4;1;Marion, Pennsylvania,Private,Piper Aerostar 601 / Bell 412SP
04/04/1991;13:40;Sturdee - Smithers;C-FQNF;7;4;3;6;3;3;Lake Thutade, Canada,Central Mountain Air Services,Douglas C-47B-15-DK
04/05/1991;14:51;Atlanta - Brunswick;N270AS;23;20;3;23;20;3;Brunswick, Georgia,Atlantic Southeast Airlines,Embraer 120RT- Brasilia
04/19/1991;11:56;Hiva Ou - Nuku Hiva;F-OHAB;22;19;3;11;10;1;Off Nuka Hiva, French Polynesia,Air Tahiti,Dornier Do-228-212
05/09/1991;02:37;Ambon - Ternate - Manado;PK-MFD;13;8;5;13;8;5;Sulawesi, Indonesia,Merpati Nusantara Airlines,Fokker F-27 Friendship 600
05/13/1991;13:19;Local sightseeing;N6280H;7;6;1;7;6;1;Grand Canyon, Airzona,Air Taxi - Air Grand Canyon Inc.,Cessna 207A
05/15/1991;09:20;Villavicencio - Miraflores Guaviarel;HK-3177;14;11;3;13;11;2;La Poyatta, Colombia,ADES Colombia,Douglas C-47B
05/23/1991;13:06;"Sukhumi - 	St. Petersburg";CCCP-85097;181;174;7;13;13;0;Leningrad, USSR,Aeroflot,Tupolev TU-154B-1
05/24/1991;;Cologne-Bakhtaran;LZ-INK;10;0;10;4;0;4;Bakhtaran, Iran,Metro Cargo,Ilyushin 76TD
05/26/1991;23:17;Bangkok - Wien, Austria;OE-LAV;223;213;10;223;213;10;Near Ban Nong Rong, Thailand,Lauda Air,Boeing B-767-3Z9ER
06/01/1991;10:16;Grada Zuma, Bahamas - Cape Hatien;N8071L;3;2;1;2;2;0;Off Matthewtown, Great Inagua,Agape Flight Inc.,GAF Nomad N24A
06/10/1991;15:40;Luanda - Cafunfo;J6-SLQ;7;4;3;7;4;3;Luanda, Angola,Carib Air Transport,Lockheed L-382B Hercules
06/20/1991;03:45;Bogota - Malambo;HK-3511;18;15;3;2;2;0;Near Malambo, Colombia,Aerosucre Colombia,Douglas DC-6BF
06/26/1991;02:00;Benin - Kano;5N-AOW;53;48;5;4;4;0;Near Sokotu, Nigeria,Okada Air,BAC One-Eleven 402AP
06/26/1991;;Saint Petersburg - Voronezh;CCCP-46724;10;4;6;10;4;6;Gulf of Finland, Russia,AKF Polet,Antonov AN-24
07/04/1991;09:10;;HK-2889X;3;1;2;3;1;2;El Yopal, Colombia,Helicol Colombia,de Havilland Canada DHC-6 Twin Otter 300
07/09/1991;;Bellvista - Pucallpa;OB-1218;15;13;2;15;13;2;Bellavista Airport, Peru,Aerochasqui,CASA 212 Aviocar 200
07/10/1991;18:12;New Orleans - Mobile - Birmingham;N7217L;15;13;2;13;12;1;Birmingham, Alabama,L'Express Airlines,Beechcraft BE-99-C99
07/11/1991;08:40;Jeddah - Sokoto;C-GMXQ;261;247;14;261;247;14;Jeddah, Saudi Arabia,Nationair (chartered by Nigeria Airways),McDonnell Douglas DC-8 Super 61
07/25/1991;;Nogougou - Luganville;YJ-RV4;9;8;1;9;8;1;Espiritu Santos, Vanuatu,Vanair,Britten-Norman BN-2A-6 Islander
08/06/1991;;Altukaki - Rarotonga;DQ-FCN;10;8;2;6;5;1;Rarotonga, Cook Islands,Avalki Air,Britten-Norman BN-2A-6 Islander
08/14/1991;23:53;Bucharest - Timisoara;YR-IMH;9;4;5;9;4;5;Near Uricani, Romania,Tarom,Ilyushin IL-18V
08/16/1991;01:55;Calcutta - Imphal;VT-EFL;69;63;6;69;63;6;Imphal, India,Indian Airlines,Boeing B-737-2A8
08/20/1991;13:15;Ketchikan, AK - Wrangell, AK;N68HA;4;3;1;4;3;1;Ketchikan, Alaska,Temsco Airlines,Britten-Norman BN-2A-6 Islander
08/28/1991;23:59;;N64SF;3;2;1;3;2;1;Walton, Oregon,Air Taxi - Bohemia Inc.,Aerospatiale 350B1
09/03/1991;;Sampit - Plangkaraya;PK-VIP;10;8;2;3;1;2;Sampit, Indonesia,Dirgantara Air Services,Britten-Norman BN-2A-21
09/04/1991;14:10;Bario - Marudi;9M-AZB;20;18;2;14;12;2;Long Seridan, Malaysia,Airtech Rajawaldi Udara,Shorts SC-7 Skyvan 3-100
09/11/1991;10:03;Laredo - Houston;N33701;14;11;3;14;11;3;Near Eagle Lake, Texas,Continental Express,Embraer 120RT Brasilia
09/16/1991;19:21;Lensk - Omsk;CCCP-74002;13;7;6;13;7;6;Petropavlosk, USSR,Aeroflot,Antonov AN-72
09/17/1991;;Djibouti  - : Dire Dawa-Aba;ET-AJL;4;0;4;4;0;4;"Djibouti City, Djibouti 	Djibouti City, Djibouti Djibouti City, Djibouti,Ethiopian Airlines,Lockheed L-100-30 Hercules"
09/18/1991;21:55;Moncton - Hamilton;C-FICA;2;0;2;2;0;2;Belvedere Center, Vermont,Canair Cargo,Convair CV-580
09/23/1991;;;CCCP-13320;16;9;7;1;1;0;Khatanga, Russia,Aeroflot,Antonov 12BP
09/26/1991;;St. Petersburg - Voronezh;CCCP-46724;10;7;3;10;7;3;Off St. Petersburg, USSR,Aeroflot,Antonov AN-26
09/27/1991;;Kira-Kira - Honiara;H4-SIA;15;13;2;15;13;2;Guadalcanal Island, Solomon Islands,Solomon Islands Airlines,de Havilland Canada DHC-6 Twin Otter 300
09/29/1991;11:50;Villlavicencio - Mitu;HK-3238;10;6;4;1;1;0;Near Villavicencio,  Colombia,CORAL Colombia,Curtiss C-46A
10/05/1991;15:00;Jakarta-Bandung;A-1324;134;129;5;134;129;5;Near Jakarta, Indonesia,Military - Indonesian Air Force,Lockheed C-130H-30
10/13/1991;;Kavanayen - Luepa;YV-O-CVG-4;12;9;3;12;9;3;Aponguao Falls, Venezuela,EDELCA,Bell 214 ST
10/25/1991;;Palangkaraya - Sampit;PK-KTC;17;16;1;17;16;1;Tumbang Miri, Indonesia,Bali International Air Service,Britten-Norman BN2A-III-2 Trislander
10/25/1991;21:56;Concord, CA - Novato, CA;N3456M;3;2;1;3;2;1;Vallejo, California,Corporate Mobility Inc. - Private,Bell 206B helicopter
10/30/1991;14:30;Edmonton - Point Alert;130322;18;13;5;5;3;2;Near Point Alert, Ellesmere Island, NWT,Canada,Military - Royal Canadian Air Force,Lockheed CC-130E
11/01/1991;;;;40;NULL;NULL;40;NULL;NULL;Near Karakent, USSR,Military - Azerbaijan Air Force,Mil Mi-8 (helicopter)
11/07/1991;13:42;Ellsta - Makhackala;CCCP-87526;51;47;4;51;47;4;Makhackala, Russia,Aeroflot,Yakovlev YAK-40
11/11/1991;21:43;Recife - Maceió - Aracajú - Salvador;PT-SCU;15;12;3;15;12;3;Recife, Brazil,Nordeste Linhas Aereas,Embraer 110P1 Bandeirante
11/16/1991;16:24;Ryazan - Vorkuta;;20;14;6;20;14;6;Anderma, Russia,Aeroflot,Antonov AN-12V
11/20/1991;;;;23;20;3;23;20;3;Nagoro-Karabak, USSR,Military - Soviet Air Force,Mil Mi-8 (helicopter)
11/20/1991;18:14;San Francisco, CA - Sacramento, CA;N5011K;3;2;1;3;2;1;Davis, California,Air Taxi - Airis Helicopters Inc.,Bell 206B
11/25/1991;15:00;;C9-STD;3;0;3;1;0;1;Sena, Mozambique,STASA,Douglas C-47B-DK
11/26/1991;05:02;Nizhnevartovsk - Bugulma;CCCP-47823;41;37;4;41;37;4;Near Bugulma, Russia,Tartarstan Airlines,Antonov AN-24
11/29/1991;08:15;Brasilla  - Guarantinguerta;FAB2333;16;13;3;16;13;3;Guaratingueta AB, Brazil,Military - Força Aérea Brasileira,Embraer C-95C Bandeirante
12/22/1991;11:37;Frankfurt - Frankfurt;D-CCCC;30;27;3;27;24;3;Heidelberg, Germany,Classic Wings,Douglas DC-3A
12/27/1991;08:51;Stockholm-Copenhagen-Warsaw;OY-KHO;129;123;6;0;0;0;Stockholm, Sweden,Scandinavian Airlines (SAS),Mc Donnell Douglas MD-81
12/29/1991;15:05;Taipei - Anchorage;B-198;5;0;5;5;0;5;Wanli, Taiwan,China Airlines (Taiwan),Boeing B-747-2R7F
01/20/1992;19:20;Lyon - Strasbourg;F-GGED;96;90;6;87;82;5;Mt. Saint-Odile, near Strasbourg, France,Air Inter,Airbus A320-111
01/28/1992;16:20;Agdam - Shusha;;47;NULL;NULL;47;NULL;NULL;Near Stepanakert, Azerbaijan,Military - Azerbaijan Air Force,Mil Mi-8 (helicopter)
02/03/1992;11:20;Salvador - Guanambi;PT-TBB;12;10;2;12;10;2;Caetite, Brazil,Nordeste Linhas Aéreas,Embraer 110C Bandeirante
02/09/1992;05:15;Dakar - Yoff - Cap Skiring;N862FW;56;50;6;30;26;4;Near Kafountine, Senegal,Gambcrest,Convair CV- 640
02/15/1992;03:26;Seattle - Toledo;N794AL;4;0;4;3;0;3;Toledo, Ohio,ATI,McDonnell Douglas DC-8-63F
02/20/1992;;;;NULL;NULL;NULL;1;NULL;NULL;En route from Argentina  to  California,Aerolineas Argentinas,Boeing B-747
03/02/1992;16:05;Estencia el Trompillo - La Paz;CP-754;5;2;3;5;2;3;Beni, Bolivia,Frigorifico Santa Rita,Curtiss C-46T
03/12/1992;;Dwando - Brazzaville;TN-ACX;8;5;3;3;0;3;Etsouali, Congo,Lina Congo,de Havilland Canada DHC-6 Twin Otter 300
03/22/1992;21:35;New York City - Cleveland;N485US;51;47;4;27;25;2;La Guardia Airport, New York, New York,USAir,Fokker F-28 Fellowship 4000
03/24/1992;07:02;Amsterdam - Athens;ST-ALX;7;4;3;7;4;3;Athens, Greece,Golden Star Air Cargo,Boeing 707-321C
04/04/1992;;Petropavlovsk -Baikov;CCCP-67130;12;10;2;1;1;0;Near Baikov, Russia,Kamchatavia,Let 410UVP
04/07/1992;;Khartoum - Tunis;J5-GAE;13;10;3;3;0;3;Near Sarra, Libya,Air Bissau,Antonov AN-24RV
04/10/1992;;;B-11116;10;8;2;7;6;1;Off Orchid Island, Taiwan,Taiwan Airlines,Britten Norman BN-2A-26 Trislander
04/14/1992;;Nairobi - Laikipia;218;46;42;4;46;42;4;Nairobi, Kenya,Military - Kenyan Air Force,de Havilland DHC-5 Buffalo
04/16/1992;;Madang - Goroka;P2-RDS;15;13;2;11;9;2;Near Goroka, Papua New Guinea,Talair,Embraer 110P1 Bandeirante
04/22/1992;11:09;Local;N141PV;22;20;2;16;14;2;Perris Valley, California,Perris Valley Aviation,de Havilland Canada DHC-6 Twin Otter 200
04/22/1992;15:53;Local sightseeing;N342E;9;8;1;9;8;1;Mt. Haleakala, Hawaii,Scenic Air Tours,Beechcraft E18S
04/26/1992;;Bandar Manshahr  - Tehran;mai/15;39;35;4;39;35;4;Saveh, Iran,Saha Airline Services,Fokker F-27 Friendship 400M
06/06/1992;21:00;Panama City, Panama - Cali, Colombia;HP-1205;47;40;7;47;40;7;Tucuti, Panama,COPA (Panama),Boeing B-737-204
06/07/1992;14:34;San Juan - Mayaguez;N355CA;5;3;2;5;3;2;Mayaguez, Puerto Rico,American Eagle,CASA 212 Aviocar 200
06/22/1992;06:05;Rio Branc - Cruzeiro do Sul;PP-SND;3;1;2;3;1;2;Cruzeiro do Sul, Brazil,VASP,Boeing 737-2A1C
06/22/1992;12:45;Igarka - Omsk;CCCP-11896;12;7;5;10;6;4;Norlisk, Russia,Krasnoyarsk Airlines,Antonov AN-12
07/05/1992;17:00;Colombo - Jaffna;CR872;19;13;6;19;13;6;Near Iyakochchi, Sri Lanka,Military - Sri Lanka Air Force,Shaanxi Y-8D
07/13/1992;12:30;Bethel - Chevak;N20086;1;0;1;1;0;1;Bethel, Alaska,Arctic Circle Air Service,Shorts SC-7 Skyvan 3A-200
07/14/1992;;Nakhichevan - Rostov;CCCP-11111;34;27;7;29;24;5;Near Nakhichevan, Azerbaijan,Military - Russian Air Force,Antonov AN-12V
07/14/1992;;Nakhichevan - Rostov;;57;50;7;57;50;7;Near Bir Fadl, Yemen,Military - Unified Yemen Air Force,Antonov An-12
07/20/1992;;Tbilisi - Mineralnye Vody;CCCP-85222;24;16;8;24;16;8;Tbilisi, Georgia,Georgian Air,Tupolev TU-154B
07/24/1992;;;CCCP-11342;8;2;6;8;2;6;Near Skopje, Macedonia,Volga-Dnepr Airlines,Antonov 12BK
07/24/1992;16:30;Jakarta - Surabaya - Ujung Pandang - Ambon;PK-RVU;70;63;7;70;63;7;Mt. Lalaboy,  Indonesia,Mandala Airlines,Vickers Viscount 816
07/27/1992;16:15;Puebla - Mexico City;XA-SCM;4;2;2;4;2;2;Near Mexico City, Mexico,Aero Eslava,Vickers 798D Viscount
07/30/1992;17:41;New York City - San Francisco;N11002;292;280;12;0;0;0;JFK Airport, New York, New York,Trans World Airlines,Lockheed L-1011
07/31/1992;12:45;Bangkok - Kathmandu;HS-TID;113;99;14;113;99;14;Near Kathmandu, Nepal,Thai Airways,Airbus A310-304
07/31/1992;15:12;Nanjing - Xiamen;B-2755;126;116;10;108;100;8;Nanjing, Jiangsu, China,China General Aviation Corporation,Yakovlev YAK-42D
08/21/1992;;La Paz - Santa Ana de Yacuma;CP-1961;10;7;3;10;7;3;Colorado, Bolivia,Servicios Aereos Santa Ana,Convair CV-440-80
08/25/1992;05:15;Test;N342AE;3;0;3;3;0;3;Hot Springs, Arizona,Lone Star Airlines,Swearingen SA-227AC Metro III
08/27/1992;;Estrecho - Iquitos;FAP304;41;38;3;8;6;2;Near Iquitos, Peru,Military - Peruvian Air Force - TANS,de Havilland Canada DHC-6 Twin Otter 300
08/27/1992;10:20;Test;N400NC;3;0;3;3;0;3;Gimli, Manitoba, Canada,NewCal Aviation,de Havilland Canada DHC-4T Caribou
08/27/1992;22:44;Donetsk - Ivanovo;CCCP-65058;84;77;7;84;77;7;Near Ivanovo, Russia,Aeroflot,Tupolev TU-134A
08/31/1992;22:32;Jamba - Pretoria;ZS-DHX;17;14;3;3;0;3;Jamba, Angola,Professional Aviation Services,Douglas DC-3
09/10/1992;;Tarapoto - Bellavista;OB-1443;43;36;7;1;0;1;Bellavista, Peru,Expresso Aéreo,Fokker F-27 Friendship 500
09/12/1992;;;RA-22738;16;13;3;9;9;0;Kozyrevsk, Russia,Kamchatka Airlines,Mil Mi-8 (helicopter)
09/16/1992;11:00;Sightseeing;N350SM;7;6;1;7;6;1;Hana, Hawaii,Air Taxi - Hawaii Helicopters Inc.,Aerospatiale AS-350B
09/18/1992;;Curacao - Miami;YV-502C;3;0;3;3;0;3;Off Curacao, Netherlands Antilles,Aero Ejecutivos,Douglas C-118A
09/19/1992;;Villavicencio - Mitu;HK-3468X;11;9;2;11;9;2;Bogota, Colombia,Avesca Colombia,Curtiss C-46F-1-CU
09/21/1992;09:21;;RA-22651;10;7;3;10;7;3;Near Kular, Russia,Yakutavia,Mil Mi-8 (helicopter)
09/26/1992;18:00;Lagos - Kaduna;NAF911;158;154;4;158;154;4;Near Lagos, Nigeria,Military - Federal Nigerian Air Force,Lockheed C-130H
09/28/1992;14:30;Karachi - Kathmandu;AP-BCP;167;155;12;167;155;12;Near  Kathmandu, Nepal,Pakistan International Airlines,Airbus A300B4-203
10/04/1992;17:05;Amsterdam - Tel Aviv;4X-AXG;4;1;3;4;1;3;Amsterdam, Netherlands,El Al,Boeing B-747-258F
10/07/1992;09:30;Training;63-7881;6;0;6;6;0;6;Berkeley Springs, West Virginia,Miltiary - U.S. Airforce,Lockheed C-130E Hercules
10/08/1992;;Lanzhou - Xi'an;B-4211;35;28;7;14;9;5;Near Dingxi, China,Wuhan Airlines,Avia 14M-40
10/09/1992;;;CCCP-48088;13;7;6;1;0;1;Mogadiscio, Somalia,Kiev Production Association,Antonov 32
10/18/1992;;Semarang - Bandung;PK-MNN;31;27;4;31;27;4;Near Garut, Jawa, Indonesia,Merpati Nusantara Airlines,CASA 235-10
10/19/1992;10:58;"Ust'-Him - 	Syktyvkar";CCCP-28785;16;14;2;15;13;2;Near Usti Nem, Russia,Syktyvkar Avia,Antonov AN-28
10/21/1992;;;FAP306;11;8;3;8;7;1;Near Lake Caballochoa, Peru,Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300
10/29/1992;;Petropavlovsk - Novosobrisk;CCCP-69346;14;9;5;13;8;5;Chita, Russia,Aeroflot,Antonov AN-8
11/11/1992;;;;20;NULL;NULL;20;NULL;NULL;Off Bombay, India,Military - Indian Air Force,Mil Mi-8 (helicopter)
11/11/1992;;Migalovo AB - Yerevan;CCCP-09303;33;26;7;33;26;7;Near Tver, Russia,Military - Russian Air Force,Antonov AN-22A
11/14/1992;07:10;Ho Chi Minh City - Nha Trang;VN-A449;31;25;6;30;24;6;Near Nha Trang, Vietnam,Vietnam Airlines,Yakovlev YAK-40
11/15/1992;18:45;Santo Domingo - Porto Plata;CU-T1270;34;28;6;34;28;6;Near Porto Plata, Dominican Republic,Aerocaribbean - Charter,Ilyushin IL-18D
11/24/1992;07:52;Guangzhou - Guilin;B-2523;141;133;8;141;133;8;Near Guilin, China,China Southern Airlines,Boeing B-737-3Y0
11/30/1992;21:20;;650255/660142;13;0;13;13;0;13;Near Harlem, Montana,Military - U.S. Air Force / Military - U.S. Air Force,Lockheed C-141B / Lockheed C141B
12/09/1992;;Uruapan - Guadalajara;XA-RML;9;8;1;9;8;1;Uruapan, Mexico,Aero Sudpacifico,Britten-Norman BN-2B-27 Islander
12/13/1992;;Kindu - Goma;9Q-CBH;37;31;6;37;31;6;Goma, Congo,Scibe Airlift Cargo Zaire,Fokker F-27 Friendship 400M
12/14/1992;;;;61;NULL;NULL;61;NULL;NULL;Lata, Georgia,Military - Russian Air Force,Mil Mi 8T (helicopter)
12/21/1992;07:53;Amsterdam - Faro;PH-MBN;340;327;13;56;54;2;Faro, Algarve, Portugal,Martinair Holland NV,McDonnell Douglas DC-10-30CF
12/22/1992;10:00;Benghazi - Tripoli;5A-DIA;157;147;10;157;147;10;Tripoli, Libya,Libya Arab Airlines / Military -  Libya Air Force,Boeing B-727-2L5 / MiG23UB
01/03/1993;15:40;;N1078V;4;3;1;4;3;1;Ogden, Utah,Air Taxi - South Coast Helicopters Inc.,Bell 206B3
01/06/1993;19:20;Bremen - Paris;D-BEAT;23;19;4;4;4;0;Paris, France,Lufthansa Cityline,de Havilland Canada DHC-8-301
01/09/1993;;;PK-IHE;44;39;5;17;13;4;Surabaya, Indonesia,Bouraq Indonesia Airlines,Hawker Siddeley HS-748-234
01/13/1993;;Southend - Glasgow;G-ZAPE;2;0;2;2;0;2;Sellafield, England,Titan Airways,Embraer 110P1 Bandeirante
01/14/1993;08:30;Bronson - Wrangell;C-FAAM;2;0;2;2;0;2;Near Bronson Creek, British Colombia, Canada,Central Mountain Air Services,Douglas C-47A
01/27/1993;;;9Q-CJK;21;18;3;3;3;0;Kinshasa, Democratic Republic Congo,Trans Service Airlift,Nord 262A-44
01/31/1993;;Medan - Banda Aceh - Jakarta;9M-PID;16;11;5;16;11;5;Sumatra, Indonesia,Pan Malaysian Air Transport,Shorts SC-7 Skyvan 3-100
02/08/1993;14:15;Tehran - Khoram;EP-ITD;133;119;14;133;119;14;Near Tehran, Iran,Iran Air Tours  /  Military - Iranian Air Force,Tupolev TU-154M / Sukhoi Su-24
02/10/1993;;Faisabad - Daraim;;30;NULL;NULL;30;NULL;NULL;Near Daraim, Afghanistan,Military - Afghan Republican Air Force,Mil Mi-8
02/20/1993;;Bogota-Panama;HP-1200CTH;2;0;2;2;0;2;Bogota, Colombia,Cargo Three Panama,Convair CV-440
02/28/1993;;Taipei-Iles Orchides;B-12238;6;4;2;6;4;2;Off Green Island, Taiwan,Formosa Airlines,Dornier 228-201
03/05/1993;11:12;Skopje - Zürich;PH-KXL;97;92;5;83;79;4;Skopje, Macedonia,Palair Macedonian,Fokker 100
